Log File Information
Timestamp,20250411_132359
Port,/dev/ttyACM0
Baud Rate,115200

Time(ms) (s),Heading(°) (degrees),WindDir(°),WindSpd(mph),Lat,Lon,Sat,Rudder(°),Sail(°),Status
133576,13.2,4.0,0.0,52.486271,-1.889327,8,45.0,0.0,0.0,OK
134599,13.2,4.0,0.0,52.486259,-1.889336,8,45.0,0.0,0.0,OK
135620,13.2,4.0,0.0,52.486248,-1.889345,8,45.0,0.0,0.0,OK
136654,13.1,4.0,0.0,52.486237,-1.889354,8,45.0,0.0,0.0,OK
137675,13.1,4.0,0.0,52.486225,-1.889363,8,45.0,0.0,0.0,OK
138697,13.2,4.0,0.0,52.486214,-1.889372,8,45.0,0.0,0.0,OK
139719,13.2,4.0,0.0,52.486202,-1.889381,8,45.0,0.0,0.0,OK
140741,13.2,4.0,0.0,52.486191,-1.889390,8,45.0,0.0,0.0,OK
141761,13.2,4.0,0.0,52.486179,-1.889399,8,45.0,0.0,0.0,OK
142784,13.2,4.0,0.0,52.486168,-1.889408,8,45.0,0.0,0.0,OK
143808,13.2,4.0,0.0,52.486156,-1.889417,8,45.0,0.0,0.0,OK
144830,13.2,4.0,0.0,52.486145,-1.889426,8,45.0,0.0,0.0,OK
145853,13.2,4.0,0.0,52.486134,-1.889435,8,45.0,0.0,0.0,OK
146874,13.2,4.0,0.0,52.486122,-1.889444,8,45.0,0.0,0.0,OK
147895,13.2,4.0,0.0,52.486111,-1.889453,8,45.0,0.0,0.0,OK
148919,13.2,4.0,0.0,52.486099,-1.889462,8,45.0,0.0,0.0,OK
149940,13.1,4.0,0.0,52.486088,-1.889470,8,45.0,0.0,0.0,OK
150962,13.1,4.0,0.0,52.486076,-1.889479,8,45.0,0.0,0.0,OK
151989,13.2,4.0,0.0,52.486065,-1.889488,8,128.3,0.0,0.0,OK
153012,13.2,4.0,0.0,52.486065,-1.889467,8,128.2,0.0,0.0,OK
154039,13.2,4.0,0.0,52.486065,-1.889446,8,128.4,0.0,0.0,OK
155064,13.2,4.0,0.0,52.486065,-1.889425,8,128.2,0.0,0.0,OK
156092,13.2,4.0,0.0,52.486065,-1.889404,8,128.4,0.0,0.0,OK
157120,13.2,4.0,0.0,52.486065,-1.889383,8,128.4,0.0,0.0,OK
158149,13.2,4.0,0.0,52.486065,-1.889362,8,128.4,0.0,0.0,OK
159172,13.2,4.0,0.0,52.486065,-1.889341,8,128.2,0.0,0.0,OK
160196,13.2,4.0,0.0,52.486065,-1.889320,8,128.2,0.0,0.0,OK
161227,13.2,4.0,0.0,52.486065,-1.889299,8,128.4,0.0,0.0,OK
162251,13.2,4.0,0.0,52.486065,-1.889278,8,128.2,0.0,0.0,OK
163279,13.2,4.0,0.0,52.486065,-1.889257,8,128.4,0.0,0.0,OK
164308,13.2,4.0,0.0,52.486065,-1.889235,8,128.4,0.0,0.0,OK
165331,13.2,4.0,0.0,52.486065,-1.889215,8,128.1,0.0,0.0,OK
166360,13.2,4.0,0.0,52.486065,-1.889194,8,128.4,0.0,0.0,OK
167385,13.2,4.0,0.0,52.486065,-1.889172,8,128.1,0.0,0.0,OK
168413,13.2,4.0,0.0,52.486065,-1.889152,8,128.4,0.0,0.0,OK
169443,13.2,4.0,0.0,52.486065,-1.889130,8,128.4,0.0,0.0,OK
141201,16.9,4.0,0.0,52.488091,-1.889420,8,100.0,80.0,0.0,OK
142237,16.9,4.0,0.0,52.488079,-1.889420,8,135.0,0.0,0.0,OK
148326,16.9,4.0,0.0,52.488003,-1.889420,8,135.0,0.0,0.0,OK
149343,16.9,4.0,0.0,52.487991,-1.889420,8,135.0,0.0,0.0,OK
150364,16.9,4.0,0.0,52.487980,-1.889420,8,135.0,0.0,0.0,OK
151387,16.9,4.0,0.0,52.487968,-1.889420,8,135.0,0.0,0.0,OK
152408,16.9,4.0,0.0,52.487957,-1.889420,8,135.0,0.0,0.0,OK
153428,16.9,4.0,0.0,52.487946,-1.889420,8,135.0,0.0,0.0,OK
154454,16.9,4.0,0.0,52.487934,-1.889420,8,135.0,0.0,0.0,OK
155474,16.9,4.0,0.0,52.487923,-1.889420,8,135.0,0.0,0.0,OK
156509,16.9,4.0,0.0,52.487911,-1.889420,8,135.0,0.0,0.0,OK
157529,16.9,4.0,0.0,52.487900,-1.889420,8,135.0,0.0,0.0,OK
158550,16.9,4.0,0.0,52.487888,-1.889420,8,135.0,0.0,0.0,OK
159571,16.9,4.0,0.0,52.487877,-1.889420,8,135.0,0.0,0.0,OK
160592,16.9,4.0,0.0,52.487865,-1.889420,8,135.0,0.0,0.0,OK
161613,16.9,4.0,0.0,52.487854,-1.889420,8,135.0,0.0,0.0,OK
162638,16.9,4.0,0.0,52.487843,-1.889420,8,135.0,0.0,0.0,OK
163659,16.9,4.0,0.0,52.487831,-1.889420,8,135.0,0.0,0.0,OK
164694,16.9,4.0,0.0,52.487820,-1.889420,8,135.0,0.0,0.0,OK
165714,16.9,4.0,0.0,52.487808,-1.889420,8,135.0,0.0,0.0,OK
166749,16.9,4.0,0.0,52.487797,-1.889420,8,135.0,0.0,0.0,OK
167770,16.9,4.0,0.0,52.487785,-1.889420,8,135.0,0.0,0.0,OK
168804,16.9,4.0,0.0,52.487774,-1.889420,8,135.0,0.0,0.0,OK
169825,16.9,4.0,0.0,52.487762,-1.889420,8,135.0,0.0,0.0,OK
170846,16.9,4.0,0.0,52.487751,-1.889420,8,135.0,0.0,0.0,OK
171871,16.9,4.0,0.0,52.487740,-1.889420,8,135.0,0.0,0.0,OK
172895,16.9,4.0,0.0,52.487728,-1.889420,8,135.0,0.0,0.0,OK
173916,16.9,4.0,0.0,52.487717,-1.889420,8,135.0,0.0,0.0,OK
174938,16.9,4.0,0.0,52.487705,-1.889420,8,135.0,0.0,0.0,OK
175959,16.9,4.0,0.0,52.487694,-1.889420,8,135.0,0.0,0.0,OK
176979,16.9,4.0,0.0,52.487682,-1.889420,8,135.0,0.0,0.0,OK
178002,16.9,4.0,0.0,52.487671,-1.889420,8,135.0,0.0,0.0,OK
179023,16.9,4.0,0.0,52.487659,-1.889420,8,135.0,0.0,0.0,OK
180047,16.9,4.0,0.0,52.487648,-1.889420,8,135.0,0.0,0.0,OK
181070,16.9,4.0,0.0,52.487637,-1.889420,8,135.0,0.0,0.0,OK
182091,16.9,4.0,0.0,52.487625,-1.889420,8,135.0,0.0,0.0,OK
183112,16.9,4.0,0.0,52.487614,-1.889420,8,135.0,0.0,0.0,OK
184135,16.9,4.0,0.0,52.487602,-1.889420,8,135.0,0.0,0.0,OK
185156,16.9,4.0,0.0,52.487591,-1.889420,8,135.0,0.0,0.0,OK
186191,16.9,4.0,0.0,52.487579,-1.889420,8,135.0,0.0,0.0,OK
187212,16.9,4.0,0.0,52.487568,-1.889420,8,135.0,0.0,0.0,OK
188232,16.9,4.0,0.0,52.487556,-1.889420,8,135.0,0.0,0.0,OK
189257,16.9,4.0,0.0,52.487545,-1.889420,8,135.0,0.0,0.0,OK
190278,16.9,4.0,0.0,52.487534,-1.889420,8,135.0,0.0,0.0,OK
191299,16.9,4.0,0.0,52.487522,-1.889420,8,135.0,0.0,0.0,OK
192321,16.9,4.0,0.0,52.487511,-1.889420,8,135.0,0.0,0.0,OK
193342,16.9,4.0,0.0,52.487499,-1.889420,8,135.0,0.0,0.0,OK
194363,16.9,4.0,0.0,52.487488,-1.889420,8,135.0,0.0,0.0,OK
195386,16.9,4.0,0.0,52.487476,-1.889420,8,135.0,0.0,0.0,OK
196406,16.9,4.0,0.0,52.487465,-1.889420,8,135.0,0.0,0.0,OK
197443,16.9,4.0,0.0,52.487453,-1.889420,8,135.0,0.0,0.0,OK
198464,16.9,4.0,0.0,52.487442,-1.889420,8,135.0,0.0,0.0,OK
199485,16.9,4.0,0.0,52.487431,-1.889420,8,135.0,0.0,0.0,OK
200507,16.9,4.0,0.0,52.487419,-1.889420,8,135.0,0.0,0.0,OK
201528,16.9,4.0,0.0,52.487408,-1.889420,8,135.0,0.0,0.0,OK
202550,16.9,4.0,0.0,52.487396,-1.889420,8,135.0,0.0,0.0,OK
203573,16.9,4.0,0.0,52.487385,-1.889420,8,135.0,0.0,0.0,OK
204594,16.9,4.0,0.0,52.487373,-1.889420,8,135.0,0.0,0.0,OK
205628,16.9,4.0,0.0,52.487362,-1.889420,8,135.0,0.0,0.0,OK
206652,16.9,4.0,0.0,52.487350,-1.889420,8,135.0,0.0,0.0,OK
207686,16.9,4.0,0.0,52.487339,-1.889420,8,135.0,0.0,0.0,OK
208707,16.9,4.0,0.0,52.487328,-1.889420,8,135.0,0.0,0.0,OK
209729,16.9,4.0,0.0,52.487316,-1.889420,8,135.0,0.0,0.0,OK
210752,16.9,4.0,0.0,52.487305,-1.889420,8,135.0,0.0,0.0,OK
211773,16.9,4.0,0.0,52.487293,-1.889420,8,135.0,0.0,0.0,OK
212808,16.9,4.0,0.0,52.487282,-1.889420,8,135.0,0.0,0.0,OK
213829,16.9,4.0,0.0,52.487270,-1.889420,8,135.0,0.0,0.0,OK
214851,16.9,4.0,0.0,52.487259,-1.889420,8,135.0,0.0,0.0,OK
215877,16.9,4.0,0.0,52.487247,-1.889420,8,135.0,0.0,0.0,OK
216898,16.9,4.0,0.0,52.487236,-1.889420,8,135.0,0.0,0.0,OK
217919,16.9,4.0,0.0,52.487225,-1.889420,8,135.0,0.0,0.0,OK
218942,16.9,4.0,0.0,52.487213,-1.889420,8,135.0,0.0,0.0,OK
219962,16.9,4.0,0.0,52.487202,-1.889420,8,135.0,0.0,0.0,OK
220983,16.9,4.0,0.0,52.487190,-1.889420,8,135.0,0.0,0.0,OK
222005,16.9,4.0,0.0,52.487179,-1.889420,8,135.0,0.0,0.0,OK
223025,16.9,4.0,0.0,52.487167,-1.889420,8,135.0,0.0,0.0,OK
224049,16.9,4.0,0.0,52.487156,-1.889420,8,135.0,0.0,0.0,OK
225071,16.9,4.0,0.0,52.487144,-1.889420,8,135.0,0.0,0.0,OK
226092,16.9,4.0,0.0,52.487133,-1.889420,8,135.0,0.0,0.0,OK
227111,16.9,4.0,0.0,52.487122,-1.889420,8,135.0,0.0,0.0,OK
228134,16.9,4.0,0.0,52.487110,-1.889420,8,135.0,0.0,0.0,OK
229154,16.9,4.0,0.0,52.487099,-1.889420,8,135.0,0.0,0.0,OK
230175,16.9,4.0,0.0,52.487087,-1.889420,8,135.0,0.0,0.0,OK
231197,16.9,4.0,0.0,52.487076,-1.889420,8,135.0,0.0,0.0,OK
232218,16.9,4.0,0.0,52.487064,-1.889420,8,135.0,0.0,0.0,OK
233242,16.9,4.0,0.0,52.487053,-1.889420,8,135.0,0.0,0.0,OK
234264,16.9,4.0,0.0,52.487041,-1.889420,8,135.0,0.0,0.0,OK
235285,16.9,4.0,0.0,52.487030,-1.889420,8,135.0,0.0,0.0,OK
236306,16.9,4.0,0.0,52.487019,-1.889420,8,135.0,0.0,0.0,OK
237329,16.9,4.0,0.0,52.487007,-1.889420,8,135.0,0.0,0.0,OK
238350,16.9,4.0,0.0,52.486996,-1.889420,8,135.0,0.0,0.0,OK
239371,16.9,4.0,0.0,52.486984,-1.889420,8,135.0,0.0,0.0,OK
240393,16.9,4.0,0.0,52.486973,-1.889420,8,135.0,0.0,0.0,OK
241429,16.9,4.0,0.0,52.486961,-1.889420,8,135.0,0.0,0.0,OK
242465,16.9,4.0,0.0,52.486938,-1.889420,8,135.0,0.0,0.0,OK
243486,16.9,4.0,0.0,52.486927,-1.889420,8,135.0,0.0,0.0,OK
244506,16.9,4.0,0.0,52.486916,-1.889420,8,135.0,0.0,0.0,OK
245528,16.9,4.0,0.0,52.486904,-1.889420,8,135.0,0.0,0.0,OK
246549,16.9,4.0,0.0,52.486893,-1.889420,8,135.0,0.0,0.0,OK
247570,16.9,4.0,0.0,52.486881,-1.889420,8,135.0,0.0,0.0,OK
248592,16.9,4.0,0.0,52.486870,-1.889420,8,135.0,0.0,0.0,OK
249612,16.9,4.0,0.0,52.486858,-1.889420,8,135.0,0.0,0.0,OK
250649,16.1,4.0,0.0,52.486847,-1.889420,8,135.0,0.0,0.0,OK
251670,16.1,4.0,0.0,52.486835,-1.889420,8,135.0,0.0,0.0,OK
252691,16.1,4.0,0.0,52.486824,-1.889420,8,135.0,0.0,0.0,OK
253714,16.1,4.0,0.0,52.486813,-1.889420,8,135.0,0.0,0.0,OK
254735,16.1,4.0,0.0,52.486801,-1.889420,8,135.0,0.0,0.0,OK
255756,16.1,4.0,0.0,52.486790,-1.889420,8,135.0,0.0,0.0,OK
256779,16.1,4.0,0.0,52.486778,-1.889420,8,135.0,0.0,0.0,OK
257800,16.1,4.0,0.0,52.486767,-1.889420,8,135.0,0.0,0.0,OK
258837,16.1,4.0,0.0,52.486755,-1.889420,8,135.0,0.0,0.0,OK
259857,16.1,4.0,0.0,52.486744,-1.889420,8,135.0,0.0,0.0,OK
260878,16.1,4.0,0.0,52.486732,-1.889420,8,135.0,0.0,0.0,OK
261900,16.1,4.0,0.0,52.486721,-1.889420,8,135.0,0.0,0.0,OK
262921,16.1,4.0,0.0,52.486710,-1.889420,8,135.0,0.0,0.0,OK
263942,16.1,4.0,0.0,52.486698,-1.889420,8,135.0,0.0,0.0,OK
264965,16.1,4.0,0.0,52.486687,-1.889420,8,135.0,0.0,0.0,OK
265986,16.1,4.0,0.0,52.486675,-1.889420,8,135.0,0.0,0.0,OK
267006,16.1,4.0,0.0,52.486664,-1.889420,8,135.0,0.0,0.0,OK
268033,16.1,4.0,0.0,52.486652,-1.889420,8,135.0,0.0,0.0,OK
269053,16.1,4.0,0.0,52.486641,-1.889420,8,135.0,0.0,0.0,OK
270074,16.1,4.0,0.0,52.486629,-1.889420,8,135.0,0.0,0.0,OK
271096,16.1,4.0,0.0,52.486618,-1.889420,8,135.0,0.0,0.0,OK
272116,16.1,4.0,0.0,52.486607,-1.889420,8,135.0,0.0,0.0,OK
273150,16.1,4.0,0.0,52.486595,-1.889420,8,135.0,0.0,0.0,OK
274172,16.1,4.0,0.0,52.486584,-1.889420,8,135.0,0.0,0.0,OK
275193,16.1,4.0,0.0,52.486572,-1.889420,8,135.0,0.0,0.0,OK
276219,16.1,4.0,0.0,52.486561,-1.889420,8,135.0,0.0,0.0,OK
277240,16.1,4.0,0.0,52.486549,-1.889420,8,135.0,0.0,0.0,OK
278261,16.1,4.0,0.0,52.486538,-1.889420,8,135.0,0.0,0.0,OK
279283,16.1,4.0,0.0,52.486526,-1.889420,8,135.0,0.0,0.0,OK
280304,16.1,4.0,0.0,52.486515,-1.889420,8,135.0,0.0,0.0,OK
281338,16.1,4.0,0.0,52.486504,-1.889420,8,135.0,0.0,0.0,OK
282359,16.1,4.0,0.0,52.486492,-1.889420,8,135.0,0.0,0.0,OK
283395,16.1,4.0,0.0,52.486481,-1.889420,8,135.0,0.0,0.0,OK
284416,16.1,4.0,0.0,52.486469,-1.889420,8,135.0,0.0,0.0,OK
285440,16.1,4.0,0.0,52.486458,-1.889420,8,135.0,0.0,0.0,OK
286461,16.1,4.0,0.0,52.486446,-1.889420,8,135.0,0.0,0.0,OK
287482,16.1,4.0,0.0,52.486435,-1.889420,8,135.0,0.0,0.0,OK
288504,16.1,4.0,0.0,52.486423,-1.889420,8,135.0,0.0,0.0,OK
289534,16.1,4.0,0.0,52.486412,-1.889420,8,135.0,0.0,0.0,OK
290555,16.1,4.0,0.0,52.486401,-1.889424,8,135.0,0.0,0.0,OK
291577,16.1,4.0,0.0,52.486389,-1.889427,8,135.0,0.0,0.0,OK
292614,16.1,4.0,0.0,52.486378,-1.889431,8,135.0,0.0,0.0,OK
293639,16.1,4.0,0.0,52.486366,-1.889435,8,135.0,0.0,0.0,OK
294661,16.1,4.0,0.0,52.486355,-1.889439,8,135.0,0.0,0.0,OK
295684,16.1,4.0,0.0,52.486343,-1.889442,8,135.0,0.0,0.0,OK
296706,16.1,4.0,0.0,52.486332,-1.889446,8,135.0,0.0,0.0,OK
297728,16.1,4.0,0.0,52.486320,-1.889449,8,135.0,0.0,0.0,OK
298750,16.1,4.0,0.0,52.486309,-1.889453,8,135.0,0.0,0.0,OK
299772,16.1,4.0,0.0,52.486298,-1.889457,8,135.0,0.0,0.0,OK
300793,16.1,4.0,0.0,52.486286,-1.889460,8,135.0,0.0,0.0,OK
301816,16.1,4.0,0.0,52.486275,-1.889464,8,135.0,0.0,0.0,OK
302841,16.1,4.0,0.0,52.486263,-1.889468,8,135.0,0.0,0.0,OK
303862,16.1,4.0,0.0,52.486252,-1.889471,8,135.0,0.0,0.0,OK
304885,16.1,4.0,0.0,52.486240,-1.889475,8,135.0,0.0,0.0,OK
305907,16.1,4.0,0.0,52.486229,-1.889478,8,135.0,0.0,0.0,OK
306929,16.1,4.0,0.0,52.486217,-1.889482,8,135.0,0.0,0.0,OK
307965,16.1,4.0,0.0,52.486206,-1.889485,8,135.0,0.0,0.0,OK
308987,16.1,4.0,0.0,52.486195,-1.889489,8,135.0,0.0,0.0,OK
310008,16.1,4.0,0.0,52.486183,-1.889493,8,135.0,0.0,0.0,OK
311035,16.1,4.0,0.0,52.486172,-1.889496,8,135.0,0.0,0.0,OK
312057,16.1,4.0,0.0,52.486160,-1.889499,8,135.0,0.0,0.0,OK
313080,16.1,4.0,0.0,52.486149,-1.889503,8,135.0,0.0,0.0,OK
314103,16.1,4.0,0.0,52.486137,-1.889506,8,135.0,0.0,0.0,OK
315124,16.1,4.0,0.0,52.486126,-1.889510,8,135.0,0.0,0.0,OK
316147,16.1,4.0,0.0,52.486115,-1.889513,8,135.0,0.0,0.0,OK
317171,16.1,4.0,0.0,52.486103,-1.889516,8,135.0,0.0,0.0,OK
318193,16.1,4.0,0.0,52.486092,-1.889520,8,135.0,0.0,0.0,OK
319215,16.1,4.0,0.0,52.486080,-1.889523,8,135.0,0.0,0.0,OK
320242,16.1,4.0,0.0,52.486069,-1.889526,8,127.0,0.0,0.0,OK
321266,16.1,4.0,0.0,52.486069,-1.889506,8,127.0,0.0,0.0,OK
322285,16.1,4.0,0.0,52.486069,-1.889485,8,126.8,0.0,0.0,OK
323306,16.1,4.0,0.0,52.486069,-1.889464,8,126.8,0.0,0.0,OK
324330,16.1,4.0,0.0,52.486069,-1.889443,8,127.0,0.0,0.0,OK
325350,16.1,4.0,0.0,52.486069,-1.889422,8,126.8,0.0,0.0,OK
326375,16.1,4.0,0.0,52.486069,-1.889401,8,127.0,0.0,0.0,OK
327399,16.1,4.0,0.0,52.486069,-1.889380,8,127.0,0.0,0.0,OK
328425,16.1,4.0,0.0,52.486069,-1.889359,8,127.0,0.0,0.0,OK
329451,16.1,4.0,0.0,52.486069,-1.889337,8,127.0,0.0,0.0,OK
330470,16.1,4.0,0.0,52.486069,-1.889317,8,126.7,0.0,0.0,OK
331494,16.1,4.0,0.0,52.486069,-1.889296,8,127.0,0.0,0.0,OK
332519,16.1,4.0,0.0,52.486069,-1.889274,8,127.0,0.0,0.0,OK
333543,16.1,4.0,0.0,52.486069,-1.889254,8,127.0,0.0,0.0,OK
334567,16.1,4.0,0.0,52.486069,-1.889233,8,127.0,0.0,0.0,OK
335600,16.1,4.0,0.0,52.486069,-1.889211,8,126.7,0.0,0.0,OK
336624,16.1,4.0,0.0,52.486069,-1.889190,8,127.0,0.0,0.0,OK
337647,16.1,4.0,0.0,52.486069,-1.889169,8,126.6,0.0,0.0,OK
338672,16.1,4.0,0.0,52.486069,-1.889148,8,127.0,0.0,0.0,OK
339696,16.1,4.0,0.0,52.486069,-1.889127,8,127.0,0.0,0.0,OK
340720,16.1,4.0,0.0,52.486069,-1.889106,8,127.0,0.0,0.0,OK
341745,16.1,4.0,0.0,52.486069,-1.889085,8,127.0,0.0,0.0,OK
342766,16.1,4.0,0.0,52.486069,-1.889064,8,62.5,0.0,0.0,OK
343788,16.1,4.0,0.0,52.486080,-1.889078,8,62.5,0.0,0.0,OK
344810,16.1,4.0,0.0,52.486092,-1.889091,8,62.4,0.0,0.0,OK
345831,16.1,4.0,0.0,52.486103,-1.889104,8,62.1,0.0,0.0,OK
346855,16.1,4.0,0.0,52.486115,-1.889117,8,61.9,0.0,0.0,OK
347877,16.1,4.0,0.0,52.486126,-1.889131,8,62.1,0.0,0.0,OK
348898,16.1,4.0,0.0,52.486137,-1.889144,8,61.8,0.0,0.0,OK
349919,16.1,4.0,0.0,52.486149,-1.889158,8,61.6,0.0,0.0,OK
350941,16.1,4.0,0.0,52.486160,-1.889172,8,61.7,0.0,0.0,OK
351962,16.1,4.0,0.0,52.486172,-1.889185,8,61.5,0.0,0.0,OK
352984,16.1,4.0,0.0,52.486183,-1.889199,8,61.3,0.0,0.0,OK
354004,16.1,4.0,0.0,52.486195,-1.889213,8,61.3,0.0,0.0,OK
355028,16.1,4.0,0.0,52.486202,-1.889227,8,61.2,0.0,0.0,OK
356050,16.1,4.0,0.0,52.486214,-1.889241,8,61.1,0.0,0.0,OK
357072,16.1,4.0,0.0,52.486225,-1.889255,8,61.1,0.0,0.0,OK
358093,16.1,4.0,0.0,52.486233,-1.889268,8,60.7,0.0,0.0,OK
359114,16.1,4.0,0.0,52.486240,-1.889283,8,61.4,0.0,0.0,OK
360137,16.1,4.0,0.0,52.486252,-1.889297,8,61.3,0.0,0.0,OK
361158,16.1,4.0,0.0,52.486259,-1.889310,8,61.7,0.0,0.0,OK
362180,16.1,4.0,0.0,52.486271,-1.889324,8,45.0,0.0,0.0,OK
363214,16.1,4.0,0.0,52.486259,-1.889333,8,45.0,0.0,0.0,OK
364237,16.1,4.0,0.0,52.486248,-1.889342,8,45.0,0.0,0.0,OK
365258,16.1,4.0,0.0,52.486237,-1.889351,8,45.0,0.0,0.0,OK
366280,16.1,4.0,0.0,52.486225,-1.889360,8,45.0,0.0,0.0,OK
367302,16.1,4.0,0.0,52.486214,-1.889369,8,45.0,0.0,0.0,OK
368324,16.1,4.0,0.0,52.486202,-1.889378,8,45.0,0.0,0.0,OK
369346,16.1,4.0,0.0,52.486191,-1.889388,8,45.0,0.0,0.0,OK
370367,16.1,4.0,0.0,52.486179,-1.889397,8,45.0,0.0,0.0,OK
371388,16.1,4.0,0.0,52.486168,-1.889406,8,45.0,0.0,0.0,OK
372411,16.1,4.0,0.0,52.486156,-1.889415,8,45.0,0.0,0.0,OK
373435,16.1,4.0,0.0,52.486145,-1.889424,8,45.0,0.0,0.0,OK
374457,16.1,4.0,0.0,52.486134,-1.889433,8,45.0,0.0,0.0,OK
375479,16.1,4.0,0.0,52.486122,-1.889442,8,45.0,0.0,0.0,OK
376500,16.1,4.0,0.0,52.486111,-1.889451,8,45.0,0.0,0.0,OK
377521,16.1,4.0,0.0,52.486099,-1.889460,8,45.0,0.0,0.0,OK
378544,16.1,4.0,0.0,52.486088,-1.889469,8,45.0,0.0,0.0,OK
379565,16.1,4.0,0.0,52.486076,-1.889478,8,45.0,0.0,0.0,OK
380588,16.1,4.0,0.0,52.486065,-1.889487,8,126.8,0.0,0.0,OK
381618,16.1,4.0,0.0,52.486065,-1.889466,8,126.8,0.0,0.0,OK
382645,16.1,4.0,0.0,52.486065,-1.889445,8,127.0,0.0,0.0,OK
383669,16.1,4.0,0.0,52.486065,-1.889424,8,126.8,0.0,0.0,OK
384698,16.1,4.0,0.0,52.486065,-1.889403,8,127.0,0.0,0.0,OK
385726,16.1,4.0,0.0,52.486065,-1.889382,8,127.0,0.0,0.0,OK
386769,16.1,4.0,0.0,52.486065,-1.889340,8,126.8,0.0,0.0,OK
387792,16.1,4.0,0.0,52.486065,-1.889319,8,126.7,0.0,0.0,OK
388815,16.1,4.0,0.0,52.486065,-1.889299,8,127.0,0.0,0.0,OK
389844,16.1,4.0,0.0,52.486065,-1.889278,8,126.7,0.0,0.0,OK
390871,16.1,4.0,0.0,52.486065,-1.889257,8,127.0,0.0,0.0,OK
391912,16.1,4.0,0.0,52.486065,-1.889237,8,127.0,0.0,0.0,OK
392940,16.1,4.0,0.0,52.486065,-1.889216,8,127.0,0.0,0.0,OK
393982,16.1,4.0,0.0,52.486065,-1.889195,8,126.6,0.0,0.0,OK
395004,16.1,4.0,0.0,52.486065,-1.889175,8,127.0,0.0,0.0,OK
396047,16.1,4.0,0.0,52.486065,-1.889154,8,127.0,0.0,0.0,OK
397065,16.1,4.0,0.0,52.486065,-1.889133,8,126.5,0.0,0.0,OK
398087,16.1,4.0,0.0,52.486065,-1.889113,8,127.0,0.0,0.0,OK
399118,16.1,4.0,0.0,52.486065,-1.889092,8,127.0,0.0,0.0,OK
400136,16.1,4.0,0.0,52.486065,-1.889071,8,62.8,0.0,0.0,OK
401157,16.1,4.0,0.0,52.486076,-1.889084,8,62.7,0.0,0.0,OK
402179,16.1,4.0,0.0,52.486088,-1.889097,8,62.7,0.0,0.0,OK
403201,16.1,4.0,0.0,52.486099,-1.889110,8,62.7,0.0,0.0,OK
404221,16.1,4.0,0.0,52.486111,-1.889123,8,62.4,0.0,0.0,OK
405244,16.1,4.0,0.0,52.486122,-1.889136,8,62.6,0.0,0.0,OK
406264,16.1,4.0,0.0,52.486134,-1.889148,8,62.4,0.0,0.0,OK
407285,16.1,4.0,0.0,52.486145,-1.889162,8,62.1,0.0,0.0,OK
408311,16.1,4.0,0.0,52.486156,-1.889175,8,62.3,0.0,0.0,OK
409333,16.1,4.0,0.0,52.486168,-1.889188,8,61.8,0.0,0.0,OK
410354,16.1,4.0,0.0,52.486179,-1.889201,8,61.6,0.0,0.0,OK
411376,16.1,4.0,0.0,52.486191,-1.889215,8,62.1,0.0,0.0,OK
412397,16.1,4.0,0.0,52.486202,-1.889228,8,61.3,0.0,0.0,OK
413419,16.1,4.0,0.0,52.486214,-1.889242,8,61.2,0.0,0.0,OK
414441,16.1,4.0,0.0,52.486221,-1.889255,8,61.5,0.0,0.0,OK
415462,16.1,4.0,0.0,52.486233,-1.889269,8,60.7,0.0,0.0,OK
416483,16.1,4.0,0.0,52.486240,-1.889283,8,61.4,0.0,0.0,OK
417521,16.1,4.0,0.0,52.486248,-1.889296,8,61.8,0.0,0.0,OK
418543,16.1,4.0,0.0,52.486259,-1.889310,8,61.7,0.0,0.0,OK
419564,16.1,4.0,0.0,52.486271,-1.889323,8,45.0,0.0,0.0,OK
420587,16.1,4.0,0.0,52.486259,-1.889332,8,45.0,0.0,0.0,OK
421607,16.1,4.0,0.0,52.486248,-1.889341,8,45.0,0.0,0.0,OK
422628,16.1,4.0,0.0,52.486237,-1.889350,8,45.0,0.0,0.0,OK
423651,16.1,4.0,0.0,52.486225,-1.889359,8,45.0,0.0,0.0,OK
424672,16.1,4.0,0.0,52.486214,-1.889368,8,45.0,0.0,0.0,OK
425697,16.1,4.0,0.0,52.486202,-1.889377,8,45.0,0.0,0.0,OK
426720,16.1,4.0,0.0,52.486191,-1.889386,8,45.0,0.0,0.0,OK
427741,16.1,4.0,0.0,52.486179,-1.889395,8,45.0,0.0,0.0,OK
428762,16.1,4.0,0.0,52.486168,-1.889404,8,45.0,0.0,0.0,OK
429785,16.1,4.0,0.0,52.486156,-1.889413,8,45.0,0.0,0.0,OK
430806,16.1,4.0,0.0,52.486145,-1.889423,8,45.0,0.0,0.0,OK
431827,16.1,4.0,0.0,52.486134,-1.889432,8,45.0,0.0,0.0,OK
432850,16.1,4.0,0.0,52.486122,-1.889441,8,45.0,0.0,0.0,OK
433871,16.1,4.0,0.0,52.486111,-1.889450,8,45.0,0.0,0.0,OK
434896,16.1,4.0,0.0,52.486099,-1.889459,8,45.0,0.0,0.0,OK
435919,16.1,4.0,0.0,52.486088,-1.889467,8,45.0,0.0,0.0,OK
436941,16.1,4.0,0.0,52.486076,-1.889477,8,45.0,0.0,0.0,OK
437964,16.1,4.0,0.0,52.486065,-1.889485,8,126.8,0.0,0.0,OK
438988,16.1,4.0,0.0,52.486065,-1.889465,8,126.8,0.0,0.0,OK
